gene_id	chromosome	start	end	strand	gene_name
PDK2	chr17	50094737	50112152	+	PDK2
LOC124904026	chr17	50097898	50102396	-	LOC124904026
SAMD14	chr17	50110040	50130160	-	SAMD14
PPP1R9B	chr17	50133737	50150677	-	PPP1R9B
LOC124904025	chr17	50148735	50160357	+	LOC124904025
LOC105371818	chr17	50158332	50166357	-	LOC105371818
SGCA	chr17	50166005	50175928	+	SGCA
H1-9P	chr17	50171428	50172476	-	H1-9P
COL1A1	chr17	50184101	50201631	-	COL1A1
TILAM	chr17	50214694	50215420	+	TILAM
SUMO2P7	chr17	50235749	50236350	+	SUMO2P7
LOC124904130	chr17	50244896	50245004	-	LOC124904130
LOC105371822	chr17	50256613	50262889	+	LOC105371822
LOC124904028	chr17	50269069	50271403	+	LOC124904028
TMEM92	chr17	50271406	50281485	+	TMEM92
TMEM92-AS1	chr17	50281579	50287855	-	TMEM92-AS1
XYLT2	chr17	50346126	50361185	+	XYLT2
MRPL27	chr17	50367867	50373184	-	MRPL27
EME1	chr17	50373229	50381483	+	EME1
LRRC59	chr17	50381238	50397523	-	LRRC59
ACSF2	chr17	50426218	50474845	+	ACSF2
MRPS21P9	chr17	50450469	50450735	-	MRPS21P9
CHAD	chr17	50464496	50468880	-	CHAD
RSAD1	chr17	50478860	50485974	+	RSAD1
MYCBPAP	chr17	50507778	50531501	+	MYCBPAP
EPN3	chr17	50532735	50543750	+	EPN3
LOC105371824	chr17	50537294	50538754	-	LOC105371824
SPATA20	chr17	50547174	50555852	+	SPATA20
CACNA1G-AS1	chr17	50556207	50562108	-	CACNA1G-AS1
CACNA1G	chr17	50560715	50627474	+	CACNA1G
LOC101927253	chr17	50627030	50631940	-	LOC101927253
ABCC3	chr17	50634881	50692253	+	ABCC3
ANKRD40	chr17	50693198	50707914	-	ANKRD40
LUC7L3	chr17	50719603	50756219	+	LUC7L3
ANKRD40CL	chr17	50761030	50767518	-	ANKRD40CL
WFIKKN2	chr17	50834584	50842353	+	WFIKKN2
RPL5P33	chr17	50847934	50849653	+	RPL5P33
TOB1	chr17	50862223	50867978	-	TOB1
TOB1-AS1	chr17	50866679	50868371	+	TOB1-AS1
LOC105371825	chr17	50886804	50894071	-	LOC105371825
LOC124904102	chr17	50943393	50945170	-	LOC124904102
LOC124904029	chr17	50949053	50951531	-	LOC124904029
SPAG9	chr17	50962174	51120868	-	SPAG9
LOC124904125	chr17	51098174	51098278	-	LOC124904125
NME1-NME2	chr17	51153559	51171744	+	NME1-NME2
NME1	chr17	51153559	51162168	+	NME1
NME2	chr17	51165536	51171744	+	NME2
MBTD1	chr17	51177425	51260958	-	MBTD1
UTP18	chr17	51260546	51297933	+	UTP18
LINC02071	chr17	51312609	51335162	-	LINC02071
LINC02072	chr17	51336715	51342571	+	LINC02072
LINC02073	chr17	51435427	51445802	+	LINC02073
RPL7P48	chr17	51502422	51503253	-	RPL7P48
CA10	chr17	51630313	52160023	-	CA10
LOC105371829	chr17	52231570	52236948	+	LOC105371829
LINC01982	chr17	52390522	52535701	+	LINC01982
LINC02089	chr17	52862121	52899588	+	LINC02089
LOC107984983	chr17	52917867	52929644	+	LOC107984983
LINC02876	chr17	52985505	52987652	+	LINC02876
MTCO1P40	chr17	53105734	53106358	+	MTCO1P40
LOC645163	chr17	53434545	53437359	+	LOC645163
LOC100419014	chr17	53439047	53439632	+	LOC100419014
LOC107984982	chr17	53746972	53748876	-	LOC107984982
RPS2P48	chr17	53756952	53757901	-	RPS2P48
LOC124904030	chr17	53804383	53822926	-	LOC124904030
KIF2B	chr17	53822927	53825193	+	KIF2B
LOC100128713	chr17	53952722	53954813	+	LOC100128713
LOC107985001	chr17	53970975	53973279	-	LOC107985001
LOC124904031	chr17	54061685	54066824	-	LOC124904031
ISCA1P3	chr17	54477714	54479684	+	ISCA1P3
ARL2BPP8	chr17	54752875	54754677	-	ARL2BPP8
RN7SKP14	chr17	54770949	54771277	+	RN7SKP14
LOC124904033	chr17	54894502	54900737	-	LOC124904033
TOM1L1	chr17	54900852	54961956	+	TOM1L1
LOC124904032	chr17	54919952	54921156	-	LOC124904032
COX11	chr17	54951902	54968785	-	COX11
STXBP4	chr17	54968765	55213273	+	STXBP4
LOC107985002	chr17	55081190	55094193	+	LOC107985002
HLF	chr17	55264960	55325187	+	HLF
MMD	chr17	55392622	55421835	-	MMD
SMIM36	chr17	55449856	55532147	-	SMIM36
LOC124904034	chr17	55532578	55537493	-	LOC124904034
GARS1P1	chr17	55550954	55551650	-	GARS1P1
RNU6-1249P	chr17	55551810	55551910	+	RNU6-1249P
LOC100418888	chr17	55560907	55561609	-	LOC100418888
LOC102724732	chr17	55580570	55589803	-	LOC102724732
LOC101927389	chr17	55612960	55648632	+	LOC101927389
LOC124904099	chr17	55688360	55691017	+	LOC124904099
TMEM100	chr17	55719627	55732081	-	TMEM100
PCTP	chr17	55751051	55852715	+	PCTP
ANKFN1	chr17	56046077	56517016	+	ANKFN1
LOC124904035	chr17	56253731	56258359	+	LOC124904035
LOC112268194	chr17	56532853	56538939	-	LOC112268194
RPL39P33	chr17	56572995	56573391	+	RPL39P33
NOG	chr17	56593699	56595611	+	NOG
C17orf67	chr17	56791913	56833920	-	C17orf67
DGKE	chr17	56834151	56869567	+	DGKE
LOC124904036	chr17	56836360	56843774	-	LOC124904036
LOC124904037	chr17	56852041	56877704	-	LOC124904037
RNU6-1158P	chr17	56871170	56871276	+	RNU6-1158P
MTVR2	chr17	56884102	56884913	-	MTVR2
TRIM25	chr17	56887909	56914049	-	TRIM25
COIL	chr17	56938199	56961050	-	COIL
LOC100419768	chr17	56951648	56952443	+	LOC100419768
LOC105371836	chr17	56961148	56976007	+	LOC105371836
SCPEP1	chr17	56978131	57006768	+	SCPEP1
RNF126P1	chr17	57045478	57046795	+	RNF126P1
AKAP1-DT	chr17	57078294	57085038	-	AKAP1-DT
AKAP1	chr17	57085246	57121344	+	AKAP1
LOC101927510	chr17	57251061	57256996	-	LOC101927510
MSI2	chr17	57255851	57701581	+	MSI2
LOC101927557	chr17	57522248	57523597	-	LOC101927557
LOC107984993	chr17	57549333	57574828	+	LOC107984993
LOC101927539	chr17	57600864	57608412	-	LOC101927539
RN7SL449P	chr17	57618108	57618393	+	RN7SL449P
RNU7-134P	chr17	57685529	57685592	-	RNU7-134P
CCDC182	chr17	57744495	57745299	-	CCDC182
RN7SKP94	chr17	57789449	57789691	+	RN7SKP94
MRPS23	chr17	57834781	57850044	-	MRPS23
CUEDC1	chr17	57861243	57955412	-	CUEDC1
LOC107985065	chr17	57912178	57916316	+	LOC107985065
VEZF1	chr17	57971552	57988254	-	VEZF1
LOC101929185	chr17	57988110	57991034	+	LOC101929185
SRSF1	chr17	57989038	58007246	-	SRSF1
LOC105371840	chr17	58050366	58059944	-	LOC105371840
DYNLL2-DT	chr17	58076891	58083204	-	DYNLL2-DT
DYNLL2	chr17	58083419	58095542	+	DYNLL2
OR4D1	chr17	58148384	58159585	+	OR4D1
MSX2P1	chr17	58156959	58159120	+	MSX2P1
OR4D2	chr17	58166982	58171116	+	OR4D2
EPX	chr17	58192726	58205174	+	EPX
MKS1	chr17	58205441	58219255	-	MKS1
LOC105371841	chr17	58219314	58233579	+	LOC105371841
LPO	chr17	58238584	58268518	+	LPO
LOC124904038	chr17	58241678	58249084	-	LOC124904038
MPO	chr17	58269855	58280935	-	MPO
TSPOAP1	chr17	58301231	58328795	-	TSPOAP1
TSPOAP1-AS1	chr17	58325450	58353727	+	TSPOAP1-AS1
MIR142HG	chr17	58330888	58332520	-	MIR142HG
SUPT4H1	chr17	58345178	58352201	-	SUPT4H1
RNF43	chr17	58352500	58417534	-	RNF43
HSF5	chr17	58420167	58488408	-	HSF5
SETP3	chr17	58475991	58477102	-	SETP3
MTMR4	chr17	58489537	58519047	-	MTMR4
SEPTIN4-AS1	chr17	58519837	58556925	+	SEPTIN4-AS1
SEPTIN4	chr17	58520256	58544328	-	SEPTIN4
TEX14	chr17	58556678	58692045	-	TEX14
LOC107985048	chr17	58573773	58580227	+	LOC107985048
LOC124904154	chr17	58631641	58631836	-	LOC124904154
LOC105371842	chr17	58632797	58651591	+	LOC105371842
LOC124904122	chr17	58659149	58659305	-	LOC124904122
IGBP1C	chr17	58660424	58692045	-	IGBP1C
RNU1-108P	chr17	58666537	58666697	-	RNU1-108P
RNU1-52P	chr17	58677574	58677737	-	RNU1-52P
RNVU1-34	chr17	58679527	58679690	-	RNVU1-34
RAD51C	chr17	58692573	58735611	+	RAD51C
LOC105371843	chr17	58724153	58756110	-	LOC105371843
PPM1E	chr17	58755854	58985179	+	PPM1E
RNU6-518P	chr17	58835899	58835994	+	RNU6-518P
RPS12P30	chr17	58899355	58899692	+	RPS12P30
TRIM37	chr17	58967201	59106880	-	TRIM37
RN7SL716P	chr17	59059226	59059493	+	RN7SL716P
LOC124904039	chr17	59107096	59118453	+	LOC124904039
SKA2	chr17	59109857	59155186	-	SKA2
RNU2-58P	chr17	59129276	59129458	-	RNU2-58P
PRR11	chr17	59155746	59206709	+	PRR11
SPDYE22P	chr17	59170859	59183040	-	SPDYE22P
SMG8	chr17	59210035	59215230	+	SMG8
GDPD1	chr17	59220511	59275970	+	GDPD1
SNRPGP17	chr17	59281071	59281451	+	SNRPGP17
YPEL2	chr17	59331655	59401729	+	YPEL2
LINC01476	chr17	59430869	59526857	-	LINC01476
LOC124904040	chr17	59440673	59499442	+	LOC124904040
LOC105371845	chr17	59500392	59507791	+	LOC105371845
LOC105371847	chr17	59529791	59550534	+	LOC105371847
RNU4-13P	chr17	59537356	59537499	-	RNU4-13P
DHX40	chr17	59565610	59608345	+	DHX40
CLTC	chr17	59619895	59696956	+	CLTC
PTRH2	chr17	59697308	59707430	-	PTRH2
VMP1	chr17	59707654	59842255	+	VMP1
RNU6-450P	chr17	59847438	59847544	-	RNU6-450P
TUBD1	chr17	59859479	59892943	-	TUBD1
NDUFB8P2	chr17	59884998	59885649	+	NDUFB8P2
RPS6KB1	chr17	59893121	59950574	+	RPS6KB1
RPS29P21	chr17	59912167	59912447	+	RPS29P21
RNFT1	chr17	59952240	59964740	-	RNFT1
TBC1D3P1-DHX40P1	chr17	59962363	60019052	-	TBC1D3P1-DHX40P1
RNFT1-DT	chr17	59965096	59996972	+	RNFT1-DT
DHX40P1	chr17	59976015	60002367	-	DHX40P1
TBC1D3P1	chr17	60007939	60019052	-	TBC1D3P1
LOC105371848	chr17	60019146	60020011	+	LOC105371848
HEATR6	chr17	60041008	60078921	-	HEATR6
LOC100422693	chr17	60063004	60064009	-	LOC100422693
HEATR6-DT	chr17	60079309	60088695	+	HEATR6-DT
WFDC21P	chr17	60083566	60088467	-	WFDC21P
LOC653653	chr17	60101760	60102919	-	LOC653653
LOC100996660	chr17	60122663	60135644	-	LOC100996660
CA4	chr17	60149973	60179021	+	CA4
FAM106DP	chr17	60173279	60175569	+	FAM106DP
USP32	chr17	60177327	60422416	-	USP32
SCARNA20	chr17	60231516	60231645	-	SCARNA20
RPL32P32	chr17	60245304	60245647	-	RPL32P32
SEPTIN7P12	chr17	60256689	60258408	+	SEPTIN7P12
H3P42	chr17	60315834	60316215	+	H3P42
LOC105371850	chr17	60402698	60417405	-	LOC105371850
CHCT1	chr17	60421214	60431426	+	CHCT1
RPL12P38	chr17	60433678	60434300	-	RPL12P38
HMGN2P42	chr17	60434933	60435536	-	HMGN2P42
APPBP2	chr17	60443158	60526242	-	APPBP2
LOC107984970	chr17	60513009	60522294	+	LOC107984970
LINC01999	chr17	60564546	60586620	+	LINC01999
RPSAP66	chr17	60564682	60565678	-	RPSAP66
PPM1D	chr17	60600193	60666280	+	PPM1D
RNU6-623P	chr17	60662333	60662437	-	RNU6-623P
BCAS3	chr17	60677851	61392831	+	BCAS3
RN7SL606P	chr17	60696313	60696605	+	RN7SL606P
RPL36AP46	chr17	60727122	60727497	-	RPL36AP46
KRT18P61	chr17	60810115	60811518	+	KRT18P61
HMGN1P28	chr17	60851264	60851945	+	HMGN1P28
RN7SL448P	chr17	60899891	60900185	+	RN7SL448P
LOC124904118	chr17	60961790	60961893	-	LOC124904118
BCAS3-AS1	chr17	61034513	61136012	-	BCAS3-AS1
RPL23AP74	chr17	61069855	61070384	+	RPL23AP74
LOC124904041	chr17	61089756	61106867	+	LOC124904041
LOC101927855	chr17	61361668	61367704	-	LOC101927855
TBX2-AS1	chr17	61393456	61399606	-	TBX2-AS1
TBX2	chr17	61399843	61409466	+	TBX2
LINC02875	chr17	61411751	61413280	+	LINC02875
TBX4	chr17	61452422	61485110	+	TBX4
LOC124904042	chr17	61453242	61460842	-	LOC124904042
NACA2	chr17	61590421	61591219	-	NACA2
BRIP1	chr17	61679139	61863528	-	BRIP1
INTS2	chr17	61865367	61927982	-	INTS2
MED13	chr17	61942605	62065278	-	MED13
RN7SL800P	chr17	62005737	62006016	-	RN7SL800P
POLRMTP1	chr17	62136923	62140639	-	POLRMTP1
LOC100996361	chr17	62231424	62247155	-	LOC100996361
TBC1D3P2	chr17	62264702	62275655	-	TBC1D3P2
LOC105371853	chr17	62275675	62276590	+	LOC105371853
USP32P4	chr17	62282697	62288789	-	USP32P4
RPL36AP47	chr17	62319880	62320254	+	RPL36AP47
LOC105371936	chr17	62344040	62353998	+	LOC105371936
EFCAB3	chr17	62370218	62416480	+	EFCAB3
LOC105371854	chr17	62375075	62380502	-	LOC105371854
RPLP2P5	chr17	62381596	62382052	+	RPLP2P5
RNU7-52P	chr17	62383104	62383165	+	RNU7-52P
RPS23P7	chr17	62397366	62398167	+	RPS23P7
METTL2A	chr17	62423897	62453385	+	METTL2A
LOC112268200	chr17	62458658	62464338	+	LOC112268200
TLK2	chr17	62470914	62615481	+	TLK2
RPS10P26	chr17	62516275	62516804	-	RPS10P26
LOC107985020	chr17	62626437	62628050	-	LOC107985020
MRC2	chr17	62627670	62693597	+	MRC2
RNU6-446P	chr17	62683905	62684010	+	RNU6-446P
MARCHF10	chr17	62701314	62808314	-	MARCHF10
LOC105371855	chr17	62706206	62737922	+	LOC105371855
MARCHF10-DT	chr17	62808502	62836371	+	MARCHF10-DT
PRELID3BP3	chr17	62841058	62841835	+	PRELID3BP3
TRMT112P3	chr17	62950659	62951188	-	TRMT112P3
TANC2	chr17	62966235	63427703	+	TANC2
LOC100419888	chr17	63088064	63088912	-	LOC100419888
DNAJB6P8	chr17	63182166	63182817	+	DNAJB6P8
DENRP3	chr17	63331785	63332646	-	DENRP3
LOC105371856	chr17	63381231	63414430	-	LOC105371856
CYB561	chr17	63432304	63446639	-	CYB561
PPIAP55	chr17	63471595	63472302	+	PPIAP55
ACE	chr17	63477061	63498373	+	ACE
ACE3P	chr17	63507034	63519827	+	ACE3P
KCNH6	chr17	63523358	63548992	+	KCNH6
DCAF7	chr17	63550477	63594266	+	DCAF7
RNU6-288P	chr17	63573242	63573345	-	RNU6-288P
TACO1	chr17	63600895	63608365	+	TACO1
FAM136DP	chr17	63610572	63611223	-	FAM136DP
MAP3K3	chr17	63622417	63696305	+	MAP3K3
EEF1DP7	chr17	63636601	63637110	+	EEF1DP7
LOC101927898	chr17	63682336	63690997	-	LOC101927898
LIMD2	chr17	63695888	63701155	-	LIMD2
LOC729683	chr17	63700338	63702685	+	LOC729683
STRADA	chr17	63702832	63741986	-	STRADA
CCDC47	chr17	63745255	63773597	-	CCDC47
DDX42	chr17	63773800	63819317	+	DDX42
FTSJ3	chr17	63819433	63827663	-	FTSJ3
PSMC5	chr17	63827431	63832019	+	PSMC5
SMARCD2	chr17	63832081	63842685	-	SMARCD2
TCAM1P	chr17	63857016	63864379	+	TCAM1P
CSH2	chr17	63872012	63873729	-	CSH2
GH2	chr17	63880215	63881944	-	GH2
CSH1	chr17	63894918	63896574	-	CSH1
CSHL1	chr17	63909608	63911258	-	CSHL1
LOC112268204	chr17	63911920	63917926	+	LOC112268204
GH1	chr17	63917203	63918839	-	GH1
CD79B	chr17	63928740	63932331	-	CD79B
SCN4A	chr17	63938554	63972918	-	SCN4A
LOC105371858	chr17	63960655	63966573	+	LOC105371858
PRR29-AS1	chr17	63996071	63999899	-	PRR29-AS1
PRR29	chr17	63998351	64004305	+	PRR29
ICAM2	chr17	64002595	64020633	-	ICAM2
ERN1	chr17	64039142	64130144	-	ERN1
SNHG25	chr17	64145970	64146309	+	SNHG25
SNORD104	chr17	64146078	64146157	+	SNORD104
SNORA50C	chr17	64146339	64146471	+	SNORA50C
TEX2	chr17	64147227	64263260	-	TEX2
RPL31P57	chr17	64308345	64308716	-	RPL31P57
PECAM1	chr17	64319415	64390860	-	PECAM1
MILR1	chr17	64449115	64497356	+	MILR1
POLG2	chr17	64477785	64497054	-	POLG2
ATP5MFP4	chr17	64491518	64491926	+	ATP5MFP4
DDX5	chr17	64498254	64506866	-	DDX5
CEP95	chr17	64506762	64537946	+	CEP95
SMURF2	chr17	64542282	64662307	-	SMURF2
MICOS10P2	chr17	64747035	64747540	-	MICOS10P2
ARHGAP27P1-BPTFP1-KPNA2P3	chr17	64749662	64781999	-	ARHGAP27P1-BPTFP1-KPNA2P3
KPNA2P3	chr17	64749662	64754666	-	KPNA2P3
LOC101929240	chr17	64750402	64751600	+	LOC101929240
BPTFP1	chr17	64761914	64762712	-	BPTFP1
ARHGAP27P1	chr17	64778139	64781504	-	ARHGAP27P1
PLEKHM1P1	chr17	64784841	64837184	-	PLEKHM1P1
RNU7-115P	chr17	64825765	64825819	-	RNU7-115P
LOC105371860	chr17	64844396	64846757	-	LOC105371860
LOC105376844	chr17	64849811	64909765	+	LOC105376844
LRRC37A3	chr17	64854130	64919478	-	LRRC37A3
LOC102929163	chr17	64870885	64882891	+	LOC102929163
RN7SL404P	chr17	64871504	64871784	-	RN7SL404P
RDM1P4	chr17	64905883	64906018	-	RDM1P4
LOC107985000	chr17	64943355	64962764	-	LOC107985000
SLC16A6P1	chr17	64953675	64957224	+	SLC16A6P1
AMZ2P1	chr17	64966550	64975585	-	AMZ2P1
LOC124904044	chr17	64996085	64998049	-	LOC124904044
GNA13	chr17	65009289	65056740	-	GNA13
LOC105371864	chr17	65077965	65100712	-	LOC105371864
LOC100507002	chr17	65100812	65111095	+	LOC100507002
RGS9	chr17	65137370	65227703	+	RGS9
ZNF848P	chr17	65176428	65177524	+	ZNF848P
LINC02563	chr17	65457541	65458408	+	LINC02563
AXIN2	chr17	65528563	65561648	-	AXIN2
CEP112	chr17	65635537	66192133	-	CEP112
LOC100420638	chr17	65642960	65644230	-	LOC100420638
LOC107984971	chr17	65652007	65658099	+	LOC107984971
LOC100419102	chr17	65797096	65797905	-	LOC100419102
LOC105371867	chr17	65879325	65913800	+	LOC105371867
LOC107984972	chr17	66000372	66001141	-	LOC107984972
PSMD7P1	chr17	66197595	66198707	+	PSMD7P1
APOH	chr17	66212033	66229415	-	APOH
RNA5SP444	chr17	66267743	66267848	+	RNA5SP444
PRKCA	chr17	66302613	66810743	+	PRKCA
RN7SL735P	chr17	66364029	66364319	+	RN7SL735P
PRKCA-AS1	chr17	66398069	66416854	-	PRKCA-AS1
RNU6-928P	chr17	66638271	66638374	+	RNU6-928P
RNA5SP445	chr17	66639269	66639383	+	RNA5SP445
CACNG5	chr17	66835117	66894751	+	CACNG5
RNA5SP446	chr17	66895491	66895572	+	RNA5SP446
CACNG4	chr17	66964707	67033398	+	CACNG4
CACNG1	chr17	67044554	67056797	+	CACNG1
HELZ	chr17	67070444	67245989	-	HELZ
RPL36AP48	chr17	67224700	67225086	+	RPL36AP48
HELZ-AS1	chr17	67244776	67262080	+	HELZ-AS1
RNA5SP447	chr17	67268110	67268228	+	RNA5SP447
LOC124900398	chr17	67271469	67271607	+	LOC124900398
PSMD12	chr17	67337916	67366577	-	PSMD12
PITPNC1	chr17	67377281	67697256	+	PITPNC1
LOC124904047	chr17	67384986	67385734	-	LOC124904047
LOC124904124	chr17	67407843	67407946	-	LOC124904124
LOC124904046	chr17	67438320	67444331	-	LOC124904046
RN7SL756P	chr17	67457023	67457290	-	RN7SL756P
LOC124904045	chr17	67560890	67575345	-	LOC124904045
LOC101928045	chr17	67675156	67717678	-	LOC101928045
NOL11	chr17	67717936	67744531	+	NOL11
SNORA38B	chr17	67740670	67740801	+	SNORA38B
RPSAP67	chr17	67776058	67777383	-	RPSAP67
RPL17P41	chr17	67784733	67785331	+	RPL17P41
BPTF	chr17	67825503	67984378	+	BPTF
RN7SL622P	chr17	67977698	67977972	+	RN7SL622P
C17orf58	chr17	67991099	67996469	-	C17orf58
TRR-CCG2-1	chr17	68019897	68019969	-	TRR-CCG2-1
KPNA2	chr17	68035735	68046854	+	KPNA2
FBXO36P1	chr17	68095069	68096490	+	FBXO36P1
LOC124904048	chr17	68096102	68101496	-	LOC124904048
LINC00674	chr17	68101555	68135929	+	LINC00674
LRRC37A16P	chr17	68126475	68152471	-	LRRC37A16P
SH3GL1P3	chr17	68133216	68135765	-	SH3GL1P3
RDM1P3	chr17	68156497	68159060	-	RDM1P3
LOC105371870	chr17	68165403	68194676	+	LOC105371870
ARHGAP27P2	chr17	68198660	68200302	+	ARHGAP27P2
AMZ2	chr17	68206129	68257164	+	AMZ2
ARSG	chr17	68259170	68452019	+	ARSG
SLC16A6	chr17	68267026	68291479	-	SLC16A6
TRUND-NNN5-1	chr17	68394816	68394890	-	TRUND-NNN5-1
PRKAR1A	chr17	68413623	68551316	+	PRKAR1A
WIPI1	chr17	68421281	68457496	-	WIPI1
FAM20A	chr17	68535116	68601367	-	FAM20A
LINC01482	chr17	68628154	68679606	+	LINC01482
LOC124904049	chr17	68691790	68695099	-	LOC124904049
LOC105371874	chr17	68822875	68879167	+	LOC105371874
LOC124904050	chr17	68852793	68854621	+	LOC124904050
ABCA8	chr17	68867289	68955392	-	ABCA8
ABCA9	chr17	68974488	69078977	-	ABCA9
ABCA9-AS1	chr17	69004714	69018323	+	ABCA9-AS1
LOC124904051	chr17	69059139	69060092	+	LOC124904051
ABCA6	chr17	69078702	69141895	-	ABCA6
SEC24AP1	chr17	69094100	69095506	-	SEC24AP1
ABCA10	chr17	69148007	69244848	-	ABCA10
PRO1804	chr17	69232975	69235012	-	PRO1804
ABCA5	chr17	69244311	69327133	-	ABCA5
SNRPGP4	chr17	69318690	69319127	+	SNRPGP4
LOC105371878	chr17	69331844	69358961	+	LOC105371878
LOC124900401	chr17	69355133	69355283	-	LOC124900401
LOC105371879	chr17	69358929	69362929	-	LOC105371879
MAP2K6	chr17	69414697	69553865	+	MAP2K6
LOC105371880	chr17	69475254	69485532	-	LOC105371880
LINC01483	chr17	69593987	69903000	+	LINC01483
LINC01497	chr17	69961707	69983544	+	LINC01497
LOC105371881	chr17	69995892	70074807	-	LOC105371881
LOC112267896	chr17	70014468	70037768	-	LOC112267896
LOC124904053	chr17	70036179	70039722	+	LOC124904053
LINC01028	chr17	70051271	70068095	+	LINC01028
KCNJ16	chr17	70075225	70135608	+	KCNJ16
LOC124904052	chr17	70125232	70128880	-	LOC124904052
LOC105371882	chr17	70138237	70158245	-	LOC105371882
KCNJ2-AS1	chr17	70166961	70169402	-	KCNJ2-AS1
KCNJ2	chr17	70169532	70180044	+	KCNJ2
CALM2P1	chr17	70241255	70242378	+	CALM2P1
LOC124904100	chr17	70439702	70502517	+	LOC124904100
LOC105371884	chr17	70811274	70835327	-	LOC105371884
LOC124904104	chr17	70900785	70920580	+	LOC124904104
LOC100131241	chr17	71012559	71013589	+	LOC100131241
CASC17	chr17	71097774	71202179	-	CASC17
RNU7-155P	chr17	71298156	71298218	-	RNU7-155P
LOC124904109	chr17	71311139	71311242	+	LOC124904109
MYL6P5	chr17	71620938	71621631	+	MYL6P5
LOC107985015	chr17	71870567	71871750	-	LOC107985015
ROCR	chr17	72021851	72025979	-	ROCR
LINC01152	chr17	72030654	72041297	+	LINC01152
LOC102723517	chr17	72034107	72057734	-	LOC102723517
SOX9-AS1	chr17	72071042	72120793	-	SOX9-AS1
LINC02097	chr17	72072333	72093481	+	LINC02097
SOX9	chr17	72121020	72126416	+	SOX9
LOC124900392	chr17	72221072	72237320	-	LOC124900392
LINC02003	chr17	72342811	72355136	+	LINC02003
LINC00673	chr17	72403322	72592804	-	LINC00673
LINC00511	chr17	72598041	72640472	-	LINC00511
RPL32P33	chr17	72627172	72627679	+	RPL32P33
LOC107985005	chr17	72629632	72635680	+	LOC107985005
LOC105371887	chr17	72640675	72644465	+	LOC105371887
SLC39A11	chr17	72645949	73092688	-	SLC39A11
RN7SKP180	chr17	72663913	72664152	-	RN7SKP180
LOC124904115	chr17	72818836	72818972	-	LOC124904115
ATG12P1	chr17	73067545	73068301	-	ATG12P1
POLR3KP2	chr17	73162770	73163384	-	POLR3KP2
SSTR2	chr17	73165010	73176633	+	SSTR2
COG1	chr17	73193055	73208507	+	COG1
VCF1	chr17	73207353	73232394	-	VCF1
MTNAP1	chr17	73232433	73248959	+	MTNAP1
CPSF4L	chr17	73242101	73263778	-	CPSF4L
CDC42EP4	chr17	73283624	73312001	-	CDC42EP4
SDK2	chr17	73334384	73644445	-	SDK2
LOC101928251	chr17	73513683	73518770	+	LOC101928251
LOC124904054	chr17	73645474	73646104	+	LOC124904054
LOC100134391	chr17	73737854	73756557	+	LOC100134391
LINC00469	chr17	73749270	73828537	-	LINC00469
LINC02092	chr17	73786822	73800795	+	LINC02092
LOC107985081	chr17	73912124	73933646	+	LOC107985081
LOC105371888	chr17	73925556	73950860	-	LOC105371888
LINC02074	chr17	74062111	74112899	-	LINC02074
RPL38	chr17	74203678	74210655	+	RPL38
MGC16275	chr17	74209980	74213321	-	MGC16275
TTYH2	chr17	74213571	74262020	+	TTYH2
DNAI2	chr17	74274234	74314884	+	DNAI2
LOC105371891	chr17	74310257	74317262	-	LOC105371891
KIF19	chr17	74326226	74355820	+	KIF19
LOC107985078	chr17	74337375	74341342	+	LOC107985078
BTBD17	chr17	74356416	74363327	-	BTBD17
GPR142	chr17	74367506	74372600	+	GPR142
LOC124904055	chr17	74380254	74381542	+	LOC124904055
RNA5SP448	chr17	74417594	74417704	-	RNA5SP448
GPRC5C	chr17	74432088	74451658	+	GPRC5C
LOC124904056	chr17	74464008	74467774	-	LOC124904056
CD300A	chr17	74466373	74484798	+	CD300A
LOC107985074	chr17	74521031	74544630	+	LOC107985074
CD300LB	chr17	74521174	74531475	-	CD300LB
CD300C	chr17	74534635	74546115	-	CD300C
CD300H	chr17	74557243	74567509	-	CD300H
CD300LD	chr17	74578643	74592283	-	CD300LD
CD300LD-AS1	chr17	74584679	74594209	+	CD300LD-AS1
LOC101928343	chr17	74599840	74625996	+	LOC101928343
CD300E	chr17	74609885	74623738	-	CD300E
LOC105371894	chr17	74670060	74677610	-	LOC105371894
RAB37	chr17	74671131	74747335	+	RAB37
CD300LF	chr17	74694317	74712923	-	CD300LF
LOC124904057	chr17	74729777	74737339	-	LOC124904057
SLC9A3R1-AS1	chr17	74745600	74749867	-	SLC9A3R1-AS1
NHERF1	chr17	74748628	74769353	+	NHERF1
NAT9	chr17	74770529	74776345	-	NAT9
TMEM104	chr17	74776499	74839753	+	TMEM104
GRIN2C	chr17	74842023	74861532	-	GRIN2C
FDXR	chr17	74862497	74872994	-	FDXR
FADS6	chr17	74874787	74893633	-	FADS6
USH1G	chr17	74916083	74923255	-	USH1G
OTOP2	chr17	74924273	74933912	+	OTOP2
OTOP3	chr17	74935802	74949992	+	OTOP3
HID1	chr17	74950742	74972759	-	HID1
HID1-AS1	chr17	74970689	74975728	+	HID1-AS1
LOC124904058	chr17	74982394	74984849	+	LOC124904058
CDR2L	chr17	74987632	75005800	+	CDR2L
MRPL58	chr17	75012670	75021261	+	MRPL58
RNU6-362P	chr17	75031097	75031186	+	RNU6-362P
KCTD2	chr17	75032571	75065886	+	KCTD2
